cohort_month,month_index,activity_month,cohort_size,is_primary_cohort,is_observable,retained_customers,retention_rate
2011-07-01,21,2013-04-01,101,True,False,,
2011-07-01,22,2013-05-01,101,True,False,,
2011-07-01,23,2013-06-01,101,True,False,,
2011-08-01,0,2011-08-01,107,True,True,107,1.0
2011-08-01,1,2011-09-01,107,True,True,28,0.2616822429906542
2011-08-01,2,2011-10-01,107,True,True,33,0.308411214953271
2011-08-01,3,2011-11-01,107,True,True,28,0.2616822429906542
2011-08-01,4,2011-12-01,107,True,False,,
2011-08-01,5,2012-01-01,107,True,False,,
2011-08-01,6,2012-02-01,107,True,False,,
2011-08-01,7,2012-03-01,107,True,False,,
2011-08-01,8,2012-04-01,107,True,False,,
2011-08-01,9,2012-05-01,107,True,False,,
2011-08-01,10,2012-06-01,107,True,False,,
2011-08-01,11,2012-07-01,107,True,False,,
2011-08-01,12,2012-08-01,107,True,False,,
2011-08-01,13,2012-09-01,107,True,False,,
2011-08-01,14,2012-10-01,107,True,False,,
2011-08-01,15,2012-11-01,107,True,False,,
2011-08-01,16,2012-12-01,107,True,False,,
2011-08-01,17,2013-01-01,107,True,False,,
2011-08-01,18,2013-02-01,107,True,False,,
2011-08-01,19,2013-03-01,107,True,False,,
2011-08-01,20,2013-04-01,107,True,False,,
2011-08-01,21,2013-05-01,107,True,False,,
2011-08-01,22,2013-06-01,107,True,False,,
2011-08-01,23,2013-07-01,107,True,False,,
2011-09-01,0,2011-09-01,188,True,True,188,1.0
2011-09-01,1,2011-10-01,188,True,True,51,0.2712765957446808
2011-09-01,2,2011-11-01,188,True,True,71,0.3776595744680851
2011-09-01,3,2011-12-01,188,True,False,,
2011-09-01,4,2012-01-01,188,True,False,,
2011-09-01,5,2012-02-01,188,True,False,,
2011-09-01,6,2012-03-01,188,True,False,,
2011-09-01,7,2012-04-01,188,True,False,,
2011-09-01,8,2012-05-01,188,True,False,,
2011-09-01,9,2012-06-01,188,True,False,,
2011-09-01,10,2012-07-01,188,True,False,,
2011-09-01,11,2012-08-01,188,True,False,,
2011-09-01,12,2012-09-01,188,True,False,,
2011-09-01,13,2012-10-01,188,True,False,,
2011-09-01,14,2012-11-01,188,True,False,,
2011-09-01,15,2012-12-01,188,True,False,,
2011-09-01,16,2013-01-01,188,True,False,,
2011-09-01,17,2013-02-01,188,True,False,,
2011-09-01,18,2013-03-01,188,True,False,,
2011-09-01,19,2013-04-01,188,True,False,,
2011-09-01,20,2013-05-01,188,True,False,,
2011-09-01,21,2013-06-01,188,True,False,,
2011-09-01,22,2013-07-01,188,True,False,,
2011-09-01,23,2013-08-01,188,True,False,,
2011-10-01,0,2011-10-01,221,True,True,221,1.0
2011-10-01,1,2011-11-01,221,True,True,70,0.3167420814479638
2011-10-01,2,2011-12-01,221,True,False,,
2011-10-01,3,2012-01-01,221,True,False,,
2011-10-01,4,2012-02-01,221,True,False,,
2011-10-01,5,2012-03-01,221,True,False,,
2011-10-01,6,2012-04-01,221,True,False,,
2011-10-01,7,2012-05-01,221,True,False,,
2011-10-01,8,2012-06-01,221,True,False,,
2011-10-01,9,2012-07-01,221,True,False,,
2011-10-01,10,2012-08-01,221,True,False,,
2011-10-01,11,2012-09-01,221,True,False,,
2011-10-01,12,2012-10-01,221,True,False,,
2011-10-01,13,2012-11-01,221,True,False,,
2011-10-01,14,2012-12-01,221,True,False,,
2011-10-01,15,2013-01-01,221,True,False,,
2011-10-01,16,2013-02-01,221,True,False,,
2011-10-01,17,2013-03-01,221,True,False,,
2011-10-01,18,2013-04-01,221,True,False,,
2011-10-01,19,2013-05-01,221,True,False,,
2011-10-01,20,2013-06-01,221,True,False,,
2011-10-01,21,2013-07-01,221,True,False,,
2011-10-01,22,2013-08-01,221,True,False,,
2011-10-01,23,2013-09-01,221,True,False,,
2011-11-01,0,2011-11-01,192,True,True,192,1.0
2011-11-01,1,2011-12-01,192,True,False,,
2011-11-01,2,2012-01-01,192,True,False,,
2011-11-01,3,2012-02-01,192,True,False,,
2011-11-01,4,2012-03-01,192,True,False,,
2011-11-01,5,2012-04-01,192,True,False,,
2011-11-01,6,2012-05-01,192,True,False,,
2011-11-01,7,2012-06-01,192,True,False,,
2011-11-01,8,2012-07-01,192,True,False,,
2011-11-01,9,2012-08-01,192,True,False,,
2011-11-01,10,2012-09-01,192,True,False,,
2011-11-01,11,2012-10-01,192,True,False,,
2011-11-01,12,2012-11-01,192,True,False,,
2011-11-01,13,2012-12-01,192,True,False,,
2011-11-01,14,2013-01-01,192,True,False,,
2011-11-01,15,2013-02-01,192,True,False,,
2011-11-01,16,2013-03-01,192,True,False,,
2011-11-01,17,2013-04-01,192,True,False,,
2011-11-01,18,2013-05-01,192,True,False,,
2011-11-01,19,2013-06-01,192,True,False,,
2011-11-01,20,2013-07-01,192,True,False,,
2011-11-01,21,2013-08-01,192,True,False,,
2011-11-01,22,2013-09-01,192,True,False,,
2011-11-01,23,2013-10-01,192,True,False,,
